Gene	Chr	ABRF-ILMN-RIBO-A-1	ABRF-ILMN-RIBO-A-2	ABRF-ILMN-RIBO-A-3	ABRF-ILMN-RIBO-A-4	ABRF-ILMN-RIBO-B-1	ABRF-ILMN-RIBO-B-2	ABRF-ILMN-RIBO-B-3	ABRF-ILMN-RIBO-B-4	ABRF-ILMN-RNA-A-1	ABRF-ILMN-RNA-A-2	ABRF-ILMN-RNA-A-3	ABRF-ILMN-RNA-A-4	ABRF-ILMN-RNA-B-1	ABRF-ILMN-RNA-B-2	ABRF-ILMN-RNA-B-3	ABRF-ILMN-RNA-B-4
C19orf73	chr19	2	5	0	0	3	5	6	6	9	9	1	12	24	35	38	30
C19orf81	chr19	2	0	1	0	25	45	19	12	12	7	2	1	135	148	191	91
C1D	chr2	1313	731	816	1337	752	851	554	529	1375	1901	2076	2480	1437	1161	1712	1522
C1GALT1	chr7	11384	7800	7757	11743	3407	4080	2530	2482	7603	10814	12222	13227	3651	2931	4075	3750
C1GALT1C1	chrX	2019	1345	1252	1790	848	966	576	527	2277	3205	3323	4123	1181	1057	1398	1177
C1QA	chr1	0	0	0	0	73	150	61	35	2	0	0	0	357	542	557	283
C1QB	chr1	0	0	0	0	272	380	161	157	0	0	0	0	825	1205	1214	601
C1QBP	chr17	6045	4120	2843	2886	1899	2364	1377	1153	15792	18727	15749	20584	5265	4969	6616	5104
C1QC	chr1	1	0	0	2	216	295	154	118	0	0	0	0	604	761	854	512
C1QL1	chr17	2	2	2	0	38	14	6	12	131	49	24	38	78	104	132	54
C1QL2	chr2	0	2	2	2	22	44	10	10	0	2	0	0	99	120	142	80
C1QL3	chr10	166	125	97	164	2173	2707	1566	1506	69	76	104	152	2847	2838	3628	2942
C1QL4	chr12	8	10	1	2	0	2	6	0	48	26	28	38	16	6	18	2
C1QTNF1	chr17	37	45	17	16	86	99	43	44	260	168	138	199	181	337	334	193
C1QTNF2	chr5	6	14	6	10	40	54	48	44	50	36	17	44	78	69	102	88
C1QTNF3	chr5	771	492	449	689	888	1108	635	637	841	1104	1101	1302	1694	1657	2031	1676
C1QTNF4	chr11	0	0	0	0	9	12	8	10	2	2	0	0	64	63	97	49
C1QTNF6	chr22	349	255	190	206	150	178	94	77	1098	913	646	1019	204	276	294	184
C1QTNF7	chr4	104	60	54	109	292	387	191	213	4	2	0	4	75	106	123	79
C1QTNF8	chr16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF9	chr13	0	1	0	7	0	2	0	0	2	0	1	0	2	1	4	2
C1QTNF9B	chr13	5	8	14	5	6	9	1	4	5	7	5	7	4	6	11	13
C1R	chr12	448	346	249	292	227	297	113	108	2108	1687	1477	1876	794	888	1039	690
C1RL	chr12	623	529	426	540	218	267	199	160	1436	1452	1090	1499	457	549	657	483
C1S	chr12	1135	795	523	676	1417	1602	865	797	2399	2812	2419	3006	2778	2743	3787	2440
C1orf100	chr1	8	15	12	12	26	30	5	6	6	15	12	33	25	7	16	10
C1orf105	chr1	25	1	9	13	22	20	9	12	2	13	2	9	1	4	2	6
C1orf109	chr1	1255	843	663	905	587	704	415	374	2040	2584	2295	3042	1219	1150	1618	1317
C1orf112	chr1	3693	2470	2118	3117	598	736	460	377	2751	3992	3606	4467	569	492	675	555
C1orf115	chr1	464	274	228	214	3275	3777	2182	1947	1064	1198	1052	1144	7199	7117	9292	6717
C1orf116	chr1	39	22	14	21	10	12	8	1	70	78	64	82	12	20	28	20
C1orf122	chr1	120	75	53	48	248	367	204	134	872	747	451	681	1323	1537	1869	1066
C1orf127	chr1	0	0	0	0	10	7	6	0	2	1	0	0	27	45	49	20
C1orf131	chr1	1120	751	650	871	435	492	342	320	1574	2202	1945	2444	900	759	1183	882
C1orf141	chr1	13	4	0	0	18	19	12	13	0	0	4	0	16	32	24	36
C1orf146	chr1	44	30	46	62	40	50	39	29	6	10	27	32	34	47	47	35
C1orf158	chr1	2	4	4	2	6	2	0	2	2	2	0	6	6	14	8	4
C1orf159	chr1	73	75	31	30	51	68	17	16	203	105	47	63	65	55	96	33
C1orf162	chr1	75	61	38	56	370	532	289	266	99	138	147	193	1004	1031	1393	1090
C1orf167	chr1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0
C1orf174	chr1	1012	753	538	796	444	548	317	240	1888	2164	1832	2421	845	886	1256	848
C1orf185	chr1	1	4	0	3	0	2	0	4	0	0	0	0	0	0	0	0
C1orf189	chr1	7	5	1	6	5	2	5	3	0	3	7	8	0	1	1	0
C1orf194	chr1	38	8	17	30	36	84	40	32	0	9	6	7	122	133	202	145
C1orf198	chr1	2584	1911	1463	2182	3838	4878	2793	2551	3630	4196	3920	4578	8242	7921	10685	7834
C1orf21	chr1	2761	1897	1597	2102	10088	12796	7399	6958	3096	4024	3827	4392	12163	11216	14794	12292
C1orf210	chr1	3	2	4	2	0	0	0	2	44	40	26	48	4	4	8	0
C1orf216	chr1	664	497	399	441	2889	3564	2066	1815	1779	1633	1413	1882	7343	7414	10533	7130
C1orf226	chr1	152	109	57	85	120	130	76	70	529	445	312	513	317	297	511	284
C1orf35	chr1	131	102	61	58	111	167	93	83	781	590	474	590	360	496	583	307
C1orf43	chr1	6980	5010	3892	5156	5521	6747	3967	3518	15684	18372	16453	20773	15211	14383	19406	14549
C1orf50	chr1	279	188	148	206	330	474	199	232	551	615	467	700	709	688	939	715
C1orf52	chr1	1815	1380	1179	1792	1730	2016	1087	1129	2324	2839	3302	3781	3553	3231	4109	3427
C1orf53	chr1	54	24	39	65	17	30	23	10	52	94	112	106	45	44	70	60
C1orf54	chr1	71	77	60	63	181	201	101	103	193	211	219	215	443	449	524	497
C1orf56	chr1	145	128	104	163	136	174	73	72	291	273	295	261	191	183	253	197
C1orf61	chr1	44	33	18	35	4315	5353	2794	2617	40	55	24	56	9771	10483	13786	8896
C1orf68	chr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf74	chr1	260	189	132	186	186	247	127	140	370	432	333	522	268	304	405	338
C1orf87	chr1	16	4	2	18	27	38	14	37	8	18	8	24	54	51	50	68
C1orf94	chr1	16	8	6	4	6	14	2	8	36	30	18	56	18	22	32	19
C2	chr6	161	94	63	88	41	75	28	29	867	653	415	589	91	124	137	90
C20orf141	chr20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C20orf144	chr20	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
C20orf173	chr20	2	0	0	0	2	21	9	3	0	0	0	0	0	0	0	0
C20orf194	chr20	2035	1314	1037	1258	5255	6448	3835	3437	1964	2090	2007	2647	6863	6759	9131	6552
C20orf202	chr20	13	9	6	6	53	54	36	25	14	13	22	28	70	93	94	64
C20orf203	chr20	3	5	4	4	64	75	53	16	21	18	14	30	164	202	202	178
C20orf27	chr20	81	58	19	26	77	78	43	26	968	427	203	383	247	365	422	178
C20orf85	chr20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
C20orf96	chr20	121	86	52	37	132	145	84	74	1029	1040	719	1081	516	564	798	529
C21orf58	chr21	352	213	161	173	68	79	25	28	1068	903	591	955	110	131	134	106
C21orf62	chr21	43	39	33	68	196	230	155	114	22	8	3	5	139	159	201	155
C21orf91	chr21	4445	3232	3017	5039	3725	4543	2734	2570	2718	3592	3946	4306	3939	3353	4499	4034
C22orf15	chr22	8	10	4	8	32	32	15	17	20	6	2	12	6	2	7	3
C22orf23	chr22	169	146	127	114	200	238	85	95	250	299	205	321	307	300	410	296
C22orf31	chr22	0	4	4	5	12	20	5	7	0	0	0	0	6	10	9	11
C22orf39	chr22	1261	975	810	1170	1102	1309	806	753	2296	2688	2766	3020	2861	2747	3741	2944
C22orf42	chr22	8	0	4	5	0	0	2	0	0	0	8	4	8	4	2	8
C2CD2	chr21	1824	1193	1011	1242	1515	2072	1129	1034	2445	2578	2649	2962	2656	2579	3503	2688
C2CD2L	chr11	273	220	111	145	485	744	337	323	892	729	562	776	1687	1995	2577	1327
C2CD3	chr11	2833	2106	1449	1881	2641	3379	1871	1749	2401	2365	2106	2827	2065	2040	2656	1904
C2CD4A	chr15	0	0	1	2	0	0	0	3	0	2	2	0	0	0	0	0
C2CD4B	chr15	0	0	0	0	6	6	0	0	0	0	0	4	12	13	6	6
C2CD4C	chr19	10	9	2	2	44	53	20	16	32	20	14	10	152	180	144	83
C2CD4D	chr1	5	3	0	2	7	12	11	5	10	4	1	7	11	17	14	7
C2orf15	chr2	321	238	229	339	247	421	198	238	234	354	416	433	293	237	319	332
C2orf16	chr2	328	201	206	254	313	320	243	208	174	237	169	202	136	137	190	108
C2orf42	chr2	594	398	310	384	968	1351	724	662	725	954	850	1021	1205	1069	1534	1212
C2orf49	chr2	4035	2754	2591	3591	3007	3387	2192	1958	3703	5315	5624	6220	3906	3567	4567	4077
C2orf50	chr2	6	11	2	2	107	105	69	57	9	6	1	4	64	74	99	79
C2orf66	chr2	12	9	9	22	18	17	6	9	22	20	37	23	11	17	52	26
C2orf68	chr2	1649	1193	769	1003	719	909	530	435	2843	3154	2769	3575	1065	1059	1443	1134
C2orf69	chr2	4711	3287	3194	5135	3182	3866	2161	2120	3098	4177	4723	5338	4729	3929	5310	4699
C2orf72	chr2	418	238	217	281	1114	1461	817	713	1446	1336	1071	1408	2949	3169	4189	2751
C2orf73	chr2	12	8	16	12	57	71	61	42	14	4	2	0	93	76	83	88
C2orf74	chr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf76	chr2	321	217	220	288	246	308	226	171	451	787	689	912	687	641	851	646
C2orf78	chr2	4	2	0	0	0	4	0	2	8	4	4	2	2	0	0	0
C2orf80	chr2	4	2	0	6	746	989	570	485	1	0	6	0	1757	1612	2178	1853
C2orf81	chr2	7	7	4	9	61	33	32	16	102	43	16	22	90	126	110	67
C2orf83	chr2	2	0	3	1	2	2	2	4	0	0	0	0	9	2	1	7
C2orf88	chr2	1869	1300	1274	1786	1556	2021	1174	1138	835	1440	1487	1617	1733	1502	1944	1915
C3	chr19	4673	3757	1954	1965	2641	3529	1834	1581	30827	25867	16548	25608	4014	4567	5497	3670
C3AR1	chr12	97	70	40	68	312	325	208	200	178	216	272	246	376	367	530	466
C4A	chr6	18	6	4	6	32	61	19	12	254	90	70	100	73	79	132	48
C4B	chr6	11	22	3	9	40	45	44	13	271	140	69	88	92	95	105	75
C4BPA	chr1	375	232	159	182	45	46	50	45	612	822	708	898	18	20	25	34
C4BPB	chr1	1246	859	620	836	13	21	7	9	2382	2954	2467	3407	6	8	8	39
C4orf17	chr4	2	5	0	15	1	0	0	2	0	2	0	0	0	0	0	0
C4orf19	chr4	108	92	56	65	193	143	107	106	137	155	108	170	188	105	223	123
C4orf3	chr4	6837	4799	4682	7141	5563	6900	4203	3931	10863	13001	14069	15911	13161	11849	16085	12968
C4orf33	chr4	984	652	602	878	1070	1143	727	774	1177	1613	1667	1773	1731	1501	2009	2005
C4orf36	chr4	264	217	161	245	167	188	128	107	328	368	416	532	285	300	365	302
C4orf45	chr4	38	26	32	54	41	56	48	38	1	3	0	0	11	7	2	14
C4orf46	chr4	3095	2080	1958	3085	496	536	347	303	3039	4332	4693	5527	705	557	922	756
C4orf47	chr4	342	222	211	299	122	151	105	96	394	502	525	518	179	106	183	164
C4orf48	chr4	0	0	0	0	2	6	2	0	8	0	2	2	2	4	6	0
C4orf50	chr4	6	6	16	1	519	589	388	323	2	4	6	9	170	182	218	109
C4orf51	chr4	3	7	2	5	3	13	6	4	0	2	2	4	1	0	2	1
C5	chr9	5176	3243	3008	4238	818	892	587	521	4387	5844	5974	6985	717	680	872	650
C5AR1	chr19	30	10	22	32	88	108	70	36	112	98	103	97	249	216	239	172
C5orf15	chr5	7040	5013	4780	7458	2031	2411	1466	1383	8048	12267	12425	14733	3937	3309	4602	3999
C5orf22	chr5	4969	3409	3253	4471	2525	3113	1937	1846	4757	6734	6843	7896	3601	3331	4259	3570
C5orf24	chr5	8300	5698	5349	8820	7032	8589	5226	5080	6972	10001	10763	12153	12000	9885	13810	11647
C5orf34	chr5	1761	1231	1178	1816	209	208	128	180	1535	2241	2227	2536	243	203	250	240
C5orf38	chr5	6	6	4	4	14	10	8	3	37	48	18	31	43	37	30	19
C5orf46	chr5	3	1	0	4	38	27	12	20	6	12	2	11	21	39	38	24
C5orf47	chr5	9	3	4	7	15	43	20	20	8	10	10	8	42	27	30	18
C5orf49	chr5	0	0	0	3	169	178	105	134	10	8	2	0	540	454	545	451
C5orf51	chr5	8762	6173	5799	8493	5269	6307	3695	3697	7488	10926	11145	13194	6987	6051	8410	7299
C5orf52	chr5	0	0	0	0	0	3	2	2	2	0	0	0	4	4	2	2
C5orf58	chr5	62	50	33	72	13	22	7	17	12	29	20	41	16	13	23	28
C5orf63	chr5	293	221	161	269	133	146	109	95	189	290	349	306	145	79	143	133
C6	chr5	2	5	3	3	24	20	19	24	0	0	0	9	27	29	59	38
C6orf118	chr6	7	5	2	10	15	22	19	17	0	6	6	0	25	20	43	21
C6orf120	chr6	4067	2946	2728	4122	2493	3253	1865	1863	4237	5856	6481	7039	4726	3945	5262	4702
C6orf132	chr6	66	39	19	34	2	12	6	2	127	106	74	118	4	6	8	10
C6orf136	chr6	157	129	59	80	388	495	262	230	901	677	480	773	1513	1695	2117	1248
C6orf141	chr6	811	537	471	620	153	144	95	90	1041	1257	1278	1312	331	333	439	348
C6orf15	chr6	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0
C6orf163	chr6	236	140	153	172	126	255	93	99	58	61	58	84	38	34	44	47
C6orf201	chr6	92	57	53	103	73	80	36	33	43	53	46	37	48	26	40	36
C6orf223	chr6	121	107	40	72	7	15	10	9	644	427	292	410	22	21	24	35
C6orf226	chr6	26	17	9	14	18	22	9	23	50	39	31	37	41	70	51	46
C6orf47	chr6	281	240	144	170	292	353	227	158	807	847	637	791	512	577	722	569
C6orf52	chr6	20	13	16	16	28	33	24	13	49	54	57	61	44	55	63	53
C6orf58	chr6	36	24	21	22	17	20	20	17	37	52	55	72	20	21	30	20
C6orf62	chr6	19085	13379	11951	17523	9231	11271	6471	6473	19173	24887	26237	30193	14458	13432	17345	14626
C6orf89	chr6	2071	1487	1008	1134	1973	2662	1424	1330	2865	2930	2484	3054	2047	2050	2863	1934
C7	chr5	37	18	19	16	538	690	331	335	46	57	44	56	626	674	987	711
C7orf25	chr7	33	30	13	17	39	36	18	24	24	17	18	39	12	10	9	11
C7orf26	chr7	184	185	94	106	271	377	166	145	1018	750	526	676	647	705	843	509
C7orf31	chr7	244	219	152	205	173	188	111	136	525	655	593	761	473	378	474	419
C7orf33	chr7	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
C7orf50	chr7	138	119	63	65	184	294	125	118	828	405	270	388	422	646	650	337
C7orf57	chr7	14	11	14	10	16	14	8	10	34	33	30	58	24	21	55	33
C7orf61	chr7	1	3	7	5	13	13	8	9	14	7	4	14	24	69	78	18
C8A	chr1	56	31	38	69	2	2	0	0	88	187	98	173	0	0	0	0
C8B	chr1	47	39	16	26	1	0	0	0	148	131	79	136	0	0	0	0
C8G	chr9	0	4	0	0	0	0	0	0	25	1	2	2	0	5	6	2
C8orf33	chr8	1682	1181	982	1284	1221	1618	818	741	4836	5291	4272	5329	3528	3682	4738	3391
C8orf34	chr8	28	10	8	44	967	1072	738	667	12	8	20	11	817	659	887	770
C8orf37	chr8	728	561	474	701	641	772	391	416	668	797	859	1031	751	609	876	809
C8orf44	chr8	622	445	350	477	496	549	380	271	531	647	648	867	456	413	614	431
C8orf48	chr8	112	54	42	64	74	60	42	21	96	150	194	218	56	48	54	42
C8orf58	chr8	211	160	72	102	71	112	52	51	758	676	537	714	248	315	465	268
C8orf74	chr8	5	6	2	3	0	2	0	0	0	0	0	1	0	0	0	0
C8orf76	chr8	354	183	239	267	179	237	126	109	413	526	495	571	298	207	358	232
C8orf82	chr8	95	76	25	28	104	172	73	58	380	239	116	193	208	349	340	163
C9	chr5	11	10	8	15	1	3	6	1	10	14	7	8	10	6	3	1
C9orf116	chr9	32	30	17	9	27	64	30	31	208	211	150	200	112	136	216	124
C9orf131	chr9	90	85	46	54	377	436	270	169	14	10	6	20	13	26	49	28
C9orf135	chr9	7	6	0	4	5	10	6	11	17	12	12	24	19	14	19	11
C9orf152	chr9	47	14	18	18	10	4	5	4	44	50	26	48	10	0	16	12
C9orf153	chr9	40	13	24	21	16	15	12	17	7	9	4	25	1	2	3	0
C9orf16	chr9	50	42	11	18	92	161	80	67	549	226	141	268	370	505	658	334
C9orf24	chr9	6	9	0	0	92	120	31	38	8	19	9	19	215	261	404	214
C9orf40	chr9	1498	947	960	1541	478	640	324	352	2232	3009	3345	3726	1341	1119	1521	1459
C9orf43	chr9	42	54	32	29	56	51	53	28	48	94	54	73	56	45	58	45
C9orf50	chr9	0	2	2	0	2	7	4	2	6	6	0	2	11	16	17	6
C9orf57	chr9	8	5	4	3	12	23	21	10	0	0	0	6	10	0	2	2
C9orf64	chr9	1075	703	566	881	379	503	344	266	1433	1770	1731	2040	621	518	852	550
C9orf72	chr9	2968	1925	1888	2991	6695	7898	4678	4630	2017	2918	3125	3461	8730	6955	9732	8592
C9orf78	chr9	2543	1892	1434	1743	1725	2237	1116	1087	5696	6131	5573	6885	4678	4293	5760	4169
C9orf85	chr9	931	565	512	836	564	739	393	408	877	1184	1299	1482	707	655	882	757
CA1	chr8	93	80	60	74	145	158	115	105	18	34	21	32	14	8	14	9
CA10	chr17	10	5	1	6	5366	6392	3955	3723	8	2	14	20	12617	11501	15801	11741
CA11	chr19	51	33	6	22	2072	2678	1436	1191	380	302	144	188	10094	12641	14975	9199
CA12	chr15	1427	1073	816	877	399	515	283	225	2364	2616	2274	2989	835	652	1025	702
CA13	chr8	410	350	276	446	479	638	427	356	344	505	521	536	415	458	588	484
CA14	chr1	505	345	228	186	301	363	228	211	1860	1960	1483	2035	857	928	1138	737
CA2	chr8	289	260	175	312	2035	2573	1433	1321	762	977	889	1144	5801	5483	7441	5560
CA3	chr8	22	17	18	18	48	92	53	42	24	30	52	70	126	88	114	112
CA4	chr17	10	9	2	4	265	313	160	107	62	45	28	65	804	1048	1445	687
CA5A	chr16	42	27	12	25	6	1	4	3	136	133	72	109	4	10	13	10
CA5B	chrX	1089	694	573	939	732	943	586	527	892	1019	994	1239	849	755	1081	752
CA6	chr1	0	2	0	2	0	0	0	0	2	0	0	0	1	2	0	1
CA7	chr16	0	1	0	2	32	44	17	13	2	0	6	0	123	164	202	93
CA8	chr8	1061	646	714	875	4334	5249	3348	3043	1242	1546	1486	1981	8253	7129	9542	8100
CA9	chr9	84	73	56	24	28	25	25	16	1598	985	444	859	92	147	162	104
CAB39	chr2	8212	5592	5266	7731	10851	12892	7803	7286	7789	10223	10883	12601	17143	15280	20224	16676
CAB39L	chr13	621	476	399	619	4128	4549	2853	2809	666	1049	859	1190	6422	5911	7967	6345
CABIN1	chr22	1014	822	426	455	1297	1834	884	723	2399	1473	901	1356	1625	2096	2419	1244
CABLES1	chr18	763	567	397	375	1158	1631	861	728	2369	2406	1637	2521	2700	2877	3582	2456
CABLES2	chr20	391	265	233	246	378	491	263	193	1214	1136	882	1183	996	1085	1405	773
CABP1	chr12	10	14	4	8	1927	2680	1389	1221	34	14	29	12	6782	7708	9753	6039
CABP2	chr11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP4	chr11	11	10	6	10	6	14	4	0	18	13	8	15	6	6	12	3
CABP5	chr19	0	0	0	0	0	4	0	0	4	1	0	0	0	4	0	0
CABP7	chr22	10	6	3	8	101	97	68	56	11	8	14	9	274	334	363	270
CABS1	chr4	10	8	2	5	0	0	0	0	6	7	6	9	0	0	0	0
CABYR	chr18	166	120	63	97	439	547	366	313	217	338	273	295	810	741	1006	739
CACFD1	chr9	23	22	8	7	105	134	78	59	203	128	57	86	259	273	388	205
CACHD1	chr1	2374	1527	1379	1825	1845	2329	1430	1250	2682	3139	2971	3520	1859	1964	2579	2047
CACNA1A	chr19	200	125	70	92	6656	9147	4763	4241	200	216	153	267	14310	15550	19577	13447
CACNA1B	chr9	43	31	6	27	2770	3421	1808	1677	54	41	38	38	4545	4841	5995	4288
CACNA1C	chr12	602	478	334	395	3141	3812	2306	2056	581	544	445	510	3497	3530	4497	3173
CACNA1D	chr3	497	363	278	319	2517	2987	1788	1525	431	477	436	578	1580	1431	2003	1471
CACNA1E	chr1	23	17	9	16	8016	10183	5647	5298	16	38	30	37	6794	6201	8502	6738
CACNA1F	chrX	5	2	6	2	38	41	23	11	20	24	16	20	83	114	85	77
CACNA1G	chr17	6	2	2	7	326	365	175	161	11	8	14	4	1005	1054	1282	689
CACNA1H	chr16	30	24	8	6	47	64	24	35	309	164	85	91	112	142	169	78
CACNA1I	chr22	6	0	4	10	490	718	318	258	65	32	30	28	1183	1681	2077	1042
CACNA1S	chr1	0	0	0	0	8	6	12	6	4	5	0	0	32	23	30	24
CACNA2D1	chr7	3328	2450	2252	3607	13006	15623	9641	8953	1746	2629	2740	3185	14405	11812	16285	14698
CACNA2D2	chr3	57	40	27	35	563	708	387	361	427	331	229	325	1560	2047	2549	1351
CACNA2D3	chr3	266	191	117	138	2523	3166	1856	1642	275	368	331	458	3360	3327	4384	3146
CACNA2D4	chr12	165	135	120	141	29	53	15	19	546	508	415	525	46	80	87	74
CACNB1	chr17	49	18	32	24	687	881	383	389	309	168	114	166	1805	2423	2753	1604
CACNB2	chr10	720	557	503	673	3554	4539	2633	2536	320	433	407	505	4729	4407	5780	4601
CACNB3	chr12	109	77	48	44	528	642	331	310	893	594	339	599	2147	2761	3359	1849
CACNB4	chr2	490	360	332	557	24413	28544	17714	16913	283	397	490	600	22035	19019	25788	23014
CACNG1	chr17	0	0	0	0	0	2	0	0	0	0	0	0	9	2	2	0
CACNG2	chr22	2	0	2	4	825	992	597	467	0	0	2	4	1326	1327	1756	1490
CACNG3	chr16	0	0	0	2	827	1160	651	568	2	4	2	2	3205	3452	4595	3016
CACNG4	chr17	159	138	64	63	155	178	80	94	952	765	543	819	528	557	648	516
CACNG5	chr17	0	0	0	0	22	33	12	10	0	2	0	2	12	40	38	21
CACNG6	chr19	12	4	6	2	10	3	2	2	81	44	50	40	14	24	7	24
CACNG7	chr19	14	4	6	6	274	455	209	158	227	108	84	86	2310	2828	3236	1805
CACNG8	chr19	76	36	40	28	1673	2179	1112	986	252	230	140	214	5041	5671	6885	5007
CACYBP	chr1	10558	7099	6541	9375	6352	7307	4369	4354	13475	18614	19620	22667	14596	12376	16860	14595
CAD	chr2	1044	969	457	382	465	599	301	261	5230	3371	1881	3058	854	1060	1403	840
CADM1	chr11	4344	2902	2569	3629	9948	12185	7335	6700	4342	5453	5121	6256	12677	11737	15493	13179
CADM2	chr3	80	37	29	41	40208	47405	29153	28514	52	32	58	90	41574	34843	48354	42724
CADM3	chr1	18	10	9	16	4203	5559	2840	2382	133	84	90	80	12882	15130	18956	11183
CADM4	chr19	60	48	30	40	1087	1513	775	685	679	366	299	368	5189	6795	7887	4840
CADPS	chr3	351	261	238	303	13844	16686	9943	9077	394	440	449	678	18596	16867	22937	17738
CADPS2	chr7	2212	1596	1177	1771	26728	31809	19541	17207	1833	2166	2181	2548	25747	22574	30469	25451
CAGE1	chr6	15	22	9	7	6	2	6	3	21	12	6	10	3	1	0	1
CALB1	chr8	275	214	197	278	8282	9833	5908	5742	270	267	376	383	18075	15140	19765	17901
CALB2	chr16	15	10	1	6	661	852	406	384	24	28	11	28	2064	2345	2838	1820
CALCA	chr11	0	0	0	0	13	18	24	12	4	16	0	1	24	24	43	12
CALCB	chr11	16	3	7	8	21	40	32	40	2	8	2	8	20	28	47	18
CALCOCO1	chr12	728	591	336	336	3430	4679	2523	2176	2699	2543	1720	2637	8808	10152	12771	8326
CALCOCO2	chr17	6616	4386	3495	4448	4135	5070	2856	2826	8938	11515	10498	13523	5899	5406	7422	6033
CALCR	chr7	118	77	104	134	13	2	12	18	177	184	168	233	14	8	22	12
CALCRL	chr2	564	446	384	520	2051	2415	1478	1469	262	352	353	425	1963	1564	2218	1815
CALD1	chr7	14708	10495	9727	14731	5254	6084	3644	3597	18032	23634	25484	28683	11532	9911	13624	11651
CALHM1	chr10	9	4	4	4	71	100	63	44	6	16	4	0	146	214	287	169
CALHM2	chr10	61	32	33	39	74	72	52	38	320	183	106	195	159	178	262	154
CALHM3	chr10	2	2	0	0	0	0	2	0	6	6	0	8	2	8	6	2
CALM1	chr14	13921	9929	8631	12119	158607	194000	115443	109277	17596	22882	22554	26866	289228	259765	349269	282409
CALM2	chr2	36793	25405	24095	36557	64390	76361	45809	44623	49387	68819	76251	85683	145480	124327	170718	144427
CALM3	chr19	1521	1250	770	776	14007	19176	9528	8198	11515	8688	5449	8285	52634	62396	76793	45388
CALML3	chr10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CALML4	chr15	1378	942	874	1308	1156	1500	933	852	1440	1889	1976	2232	2210	1839	2404	2144
CALML5	chr10	0	0	2	0	0	0	0	0	12	2	2	0	0	0	0	0
CALML6	chr1	6	2	0	0	2	12	0	2	10	12	4	0	14	20	10	6
CALN1	chr7	46	56	40	58	10684	13008	7526	6913	50	86	84	111	15666	15100	19684	14878
CALR	chr19	8627	6731	3852	3242	4566	6122	2966	2496	47794	39135	24646	37470	9916	11693	14839	8897
CALR3	chr19	12	5	4	9	4	10	3	2	4	10	4	7	0	1	0	2
CALU	chr7	43677	29846	26220	35518	4381	5147	3042	2981	52076	68821	66676	80617	6311	5711	7719	7037
CALY	chr10	4	0	0	0	121	175	82	70	0	8	0	0	802	1029	1095	433
CAMK1	chr3	175	138	95	108	635	858	371	356	582	452	313	459	1644	1894	2291	1552
CAMK1D	chr10	866	661	480	551	8057	10071	5799	5207	1273	1463	1415	1703	13934	14064	18362	13154
CAMK1G	chr1	10	20	10	2	959	1233	687	613	50	79	50	61	2581	2922	3510	2178
CAMK2A	chr5	32	16	13	16	18227	24267	12759	11090	22	35	39	39	37299	42272	52561	33570
CAMK2B	chr7	14	8	1	10	3332	4273	2060	1758	65	44	45	30	9513	12288	14087	7944
CAMK2D	chr4	6031	4111	3876	5879	13165	15707	9313	8906	4297	5760	6295	6744	20839	17817	24741	20593
CAMK2G	chr10	858	671	461	537	6046	7933	4248	4174	2457	2309	1638	2403	13916	14296	18393	12284
CAMK2N1	chr1	1749	1165	1093	1498	10063	12085	7415	6918	4996	6619	6572	7828	46435	41258	56394	46709
CAMK2N2	chr3	2	6	1	2	34	48	13	6	37	17	4	9	190	229	348	126
CAMK4	chr5	3233	2346	2238	3445	34633	41152	25518	24191	1955	2676	2769	3215	33999	29391	40319	35045
CAMKK1	chr17	112	68	43	46	1100	1540	693	619	512	322	257	294	4067	4669	5960	3153
CAMKK2	chr12	1283	833	639	764	9281	12159	6521	5951	2834	3190	2636	3146	31541	32708	42869	29250
CAMKMT	chr2	865	654	582	958	519	596	323	369	593	751	806	883	820	639	894	728
CAMKV	chr3	51	44	24	22	1714	2702	1366	1128	244	215	194	219	5769	6402	8314	4928
CAMLG	chr5	1913	1424	1347	1878	2365	2722	1634	1636	2988	3854	4248	4531	5623	5021	6569	5297
CAMP	chr3	0	2	0	2	0	0	0	0	8	10	4	10	4	0	0	0
CAMSAP1	chr9	2070	1406	1084	1310	4371	5514	3003	2839	3108	3263	2870	3608	6536	6435	8354	5975
CAMSAP2	chr1	11207	7558	7291	10306	25465	30813	18687	17928	6454	8576	9026	10991	25682	22470	30064	26178
CAMSAP3	chr19	10	3	8	2	60	102	47	44	200	106	58	62	262	394	484	194
CAMTA1	chr1	1486	938	814	1083	9498	11230	6587	6042	2433	3179	2935	3506	9516	8985	12417	9672
CAMTA2	chr17	116	88	49	44	986	1525	709	575	860	577	300	525	3390	4310	4639	2682
